PlotObservationID,TV2_releve_number,RS_CODE,RS_CODE_PLOT,year,Releve_area_m2,veg_type0,Longitude,Latitude,n_surveys
670136,791209,CZ_0019_042,CZ_0019_042_92,2021,100,TE,17.238181,50.069311,2
653776,466416,CZ_0019_042,CZ_0019_042_93,2005,16,TE,17.231333,50.080139,2
670137,791210,CZ_0019_042,CZ_0019_042_93,2021,16,TE,17.231619,50.080347,2
653777,466417,CZ_0019_042,CZ_0019_042_94,2005,16,A,17.235194,50.081639,2
670138,791211,CZ_0019_042,CZ_0019_042_94,2021,16,A,17.235322,50.081697,2
653915,466722,CZ_0019_042,CZ_0019_042_95,1974,8,A,17.233583,50.05675,3
653926,466733,CZ_0019_042,CZ_0019_042_95,2010,10,A,17.233583,50.05675,3
670041,791114,CZ_0019_042,CZ_0019_042_95,2021,10,A,17.233536,50.056767,3
608206,409992,CZ_0019_043,CZ_0019_043_10_22,1986,25,TD_wet,14.512222,50.005556,2
6576,907795,CZ_0019_043,CZ_0019_043_10_22,2005,25,TD_wet,14.512972,50.000333,2
6823,908042,CZ_0019_043,CZ_0019_043_11_23,1986,25,TD_wet,14.511556,50.015833,2
6582,907801,CZ_0019_043,CZ_0019_043_11_23,2006,25,TD_wet,14.511556,50.015833,2
608221,410007,CZ_0019_043,CZ_0019_043_12_24,1986,25,TD_mesic,14.512222,50.005556,2
6577,907796,CZ_0019_043,CZ_0019_043_12_24,2005,25,TD_mesic,14.511639,49.999694,2
608207,409993,CZ_0019_043,CZ_0019_043_13_25,1986,25,TD_wet,14.512222,50.005556,2
6509,907728,CZ_0019_043,CZ_0019_043_13_25,2005,25,TD_wet,14.5105,50.003806,2
608230,410016,CZ_0019_043,CZ_0019_043_14_26,1986,25,M,14.512222,50.005556,2
6536,907755,CZ_0019_043,CZ_0019_043_14_26,2006,25,M,14.510417,50.004139,2
608212,409998,CZ_0019_043,CZ_0019_043_15_27,1986,25,TD_wet,14.512222,50.005556,2
6466,907685,CZ_0019_043,CZ_0019_043_15_27,2006,25,TD_wet,14.511306,50.004611,2
608263,410049,CZ_0019_043,CZ_0019_043_16_28,1986,25,M,14.512222,50.005556,2
6458,907677,CZ_0019_043,CZ_0019_043_16_28,2005,25,M,14.511194,50.004917,2
6833,908052,CZ_0019_043,CZ_0019_043_19_29,1986,25,TD_wet,14.510361,50.004833,2
6530,907749,CZ_0019_043,CZ_0019_043_19_29,2006,25,TD_wet,14.510361,50.004833,2
6830,908049,CZ_0019_043,CZ_0019_043_1_21,1986,25,TD_mesic,14.510861,50.002944,2
6503,907722,CZ_0019_043,CZ_0019_043_1_21,2006,25,TD_mesic,14.510861,50.002944,2
608264,410050,CZ_0019_043,CZ_0019_043_20_31,1986,25,M,14.512222,50.005556,2
6488,907707,CZ_0019_043,CZ_0019_043_20_31,2006,2,M,14.51,50.004722,2
608252,410038,CZ_0019_043,CZ_0019_043_21_32,1986,25,M,14.512222,50.005556,2
6517,907736,CZ_0019_043,CZ_0019_043_21_32,2006,25,M,14.509694,50.004694,2
6822,908041,CZ_0019_043,CZ_0019_043_23_33,1986,25,TD_wet,14.509778,50.004389,2
6532,907751,CZ_0019_043,CZ_0019_043_23_33,2006,25,TD_wet,14.509778,50.004389,2
608208,409994,CZ_0019_043,CZ_0019_043_25_34,1986,25,TD_wet,14.512222,50.005556,2
6539,907758,CZ_0019_043,CZ_0019_043_25_34,2005,25,TD_wet,14.509167,50.005111,2
608233,410019,CZ_0019_043,CZ_0019_043_26_35,1986,20,M,14.512222,50.005556,2
6442,907661,CZ_0019_043,CZ_0019_043_26_35,2005,25,M,14.508889,50.004806,2
608234,410020,CZ_0019_043,CZ_0019_043_27_36,1986,15,M,14.512222,50.005556,2
6430,907649,CZ_0019_043,CZ_0019_043_27_36,2005,25,M,14.508694,50.004889,2
608205,409991,CZ_0019_043,CZ_0019_043_28_37,1986,25,TD_wet,14.512222,50.005556,2
6549,907768,CZ_0019_043,CZ_0019_043_28_37,2005,25,TD_wet,14.509028,50.004944,2
608265,410051,CZ_0019_043,CZ_0019_043_29_38,1986,25,M,14.512222,50.005556,2
6595,907814,CZ_0019_043,CZ_0019_043_29_38,2006,25,M,14.510667,50.005667,2
608236,410022,CZ_0019_043,CZ_0019_043_2_30,1986,25,M,14.512222,50.005556,2
6566,907785,CZ_0019_043,CZ_0019_043_2_30,2005,25,M,14.511278,50.001472,2
608245,410031,CZ_0019_043,CZ_0019_043_30_40,1986,15,M,14.511111,50.004722,2
6520,907739,CZ_0019_043,CZ_0019_043_30_40,2006,25,M,14.510583,50.005944,2
608209,409995,CZ_0019_043,CZ_0019_043_31_41,1986,25,TD_wet,14.512222,50.005556,2
6565,907784,CZ_0019_043,CZ_0019_043_31_41,2005,25,TD_wet,14.512444,50.00725,2
6827,908046,CZ_0019_043,CZ_0019_043_32_42,1986,25,TD_wet,14.514583,50.008917,2
6587,907806,CZ_0019_043,CZ_0019_043_32_42,2006,25,TD_wet,14.514583,50.008917,2
608210,409996,CZ_0019_043,CZ_0019_043_33_43,1986,25,TD_wet,14.512222,50.005556,2
6557,907776,CZ_0019_043,CZ_0019_043_33_43,2005,25,TD_wet,14.513694,50.008833,2
608232,410018,CZ_0019_043,CZ_0019_043_34_44,1986,25,M,14.512222,50.005556,2
6524,907743,CZ_0019_043,CZ_0019_043_34_44,2005,25,M,14.513,50.00875,2
608275,410061,CZ_0019_043,CZ_0019_043_35_45,1986,8,TD_wet,14.512222,50.005556,2
6437,907656,CZ_0019_043,CZ_0019_043_35_45,2005,25,TD_wet,14.513444,50.008333,2
6832,908051,CZ_0019_043,CZ_0019_043_36_46,1986,25,M,14.51325,50.008389,2
6513,907732,CZ_0019_043,CZ_0019_043_36_46,2006,25,M,14.51325,50.008389,2
608278,410064,CZ_0019_043,CZ_0019_043_37_47,1986,25,M,14.512222,50.005556,2
6439,907658,CZ_0019_043,CZ_0019_043_37_47,2005,25,M,14.513389,50.008194,2
608246,410032,CZ_0019_043,CZ_0019_043_38_48,1986,20,M,14.511111,50.004722,2
6440,907659,CZ_0019_043,CZ_0019_043_38_48,2005,25,M,14.513278,50.008028,2
608228,410014,CZ_0019_043,CZ_0019_043_39_49,1986,25,M,14.512222,50.005556,2
6563,907782,CZ_0019_043,CZ_0019_043_39_49,2005,25,M,14.5135,50.008056,2
6829,908048,CZ_0019_043,CZ_0019_043_3_39,1986,25,TD_wet,14.511722,50.001222,2
6583,907802,CZ_0019_043,CZ_0019_043_3_39,2006,25,TD_wet,14.511722,50.001222,2
6826,908045,CZ_0019_043,CZ_0019_043_40_51,1986,25,TD_wet,14.514556,50.008167,2
6483,907702,CZ_0019_043,CZ_0019_043_40_51,2006,25,TD_wet,14.514556,50.008167,2
608253,410039,CZ_0019_043,CZ_0019_043_41_52,1986,25,M,14.512222,50.005556,2
6516,907735,CZ_0019_043,CZ_0019_043_41_52,2006,25,M,14.5135,50.00775,2
608238,410024,CZ_0019_043,CZ_0019_043_42_53,1986,25,M,14.512222,50.005556,2
6518,907737,CZ_0019_043,CZ_0019_043_42_53,2006,25,M,14.513333,50.007639,2
608248,410034,CZ_0019_043,CZ_0019_043_43_54,1986,20,TD_wet,14.512222,50.005556,2
6490,907709,CZ_0019_043,CZ_0019_043_43_54,2006,25,TD_wet,14.513333,50.007472,2
608266,410052,CZ_0019_043,CZ_0019_043_44_55,1986,25,M,14.512222,50.005556,2
6471,907690,CZ_0019_043,CZ_0019_043_44_55,2006,25,M,14.513694,50.007333,2
608249,410035,CZ_0019_043,CZ_0019_043_45_56,1986,15,TD_wet,14.512222,50.005556,2
6449,907668,CZ_0019_043,CZ_0019_043_45_56,2006,25,TD_wet,14.513306,50.006917,2
608239,410025,CZ_0019_043,CZ_0019_043_46_57,1986,25,TD_wet,14.512222,50.005556,2
6484,907703,CZ_0019_043,CZ_0019_043_46_57,2006,25,TD_wet,14.513056,50.007167,2
608242,410028,CZ_0019_043,CZ_0019_043_47_58,1986,25,TD_wet,14.512778,50.010278,2
6597,907816,CZ_0019_043,CZ_0019_043_47_58,2006,25,TD_wet,14.513472,50.007083,2
608267,410053,CZ_0019_043,CZ_0019_043_48_59,1986,25,M,14.512222,50.005556,2
6461,907680,CZ_0019_043,CZ_0019_043_48_59,2006,25,M,14.513028,50.006667,2
6831,908050,CZ_0019_043,CZ_0019_043_49_60,1986,25,M,14.512889,50.008139,2
6591,907810,CZ_0019_043,CZ_0019_043_49_60,2006,25,M,14.512889,50.008139,2
608218,410004,CZ_0019_043,CZ_0019_043_4_50,1986,25,X,14.512222,50.005556,2
6572,907791,CZ_0019_043,CZ_0019_043_4_50,2005,25,X,14.513278,50.001222,2
6828,908047,CZ_0019_043,CZ_0019_043_50_62,1986,25,TD_wet,14.512028,50.008111,2
6594,907813,CZ_0019_043,CZ_0019_043_50_62,2006,25,TD_wet,14.512028,50.008111,2
608258,410044,CZ_0019_043,CZ_0019_043_51_63,1986,25,M,14.512222,50.005556,2
6502,907721,CZ_0019_043,CZ_0019_043_51_63,2005,25,M,14.512389,50.008667,2
608235,410021,CZ_0019_043,CZ_0019_043_52_64,1986,20,TD_wet,14.512222,50.005556,2
6556,907775,CZ_0019_043,CZ_0019_043_52_64,2005,25,TD_wet,14.511917,50.008611,2
608250,410036,CZ_0019_043,CZ_0019_043_53_65,1986,25,TD_wet,14.512222,50.005556,2
6497,907716,CZ_0019_043,CZ_0019_043_53_65,2005,25,TD_wet,14.512611,50.008778,2
608268,410054,CZ_0019_043,CZ_0019_043_54_66,1986,25,M,14.512222,50.005556,2
6507,907726,CZ_0019_043,CZ_0019_043_54_66,2005,25,M,14.512833,50.009028,2
608262,410048,CZ_0019_043,CZ_0019_043_56_67,1986,25,M,14.512222,50.005556,2
6456,907675,CZ_0019_043,CZ_0019_043_56_67,2005,25,M,14.508694,50.004722,2
608215,410001,CZ_0019_043,CZ_0019_043_5_61,1986,25,TD_mesic,14.512222,50.005556,2
6544,907763,CZ_0019_043,CZ_0019_043_5_61,2005,25,TD_mesic,14.513556,50.00075,2
608261,410047,CZ_0019_043,CZ_0019_043_60_69,1986,25,M,14.512222,50.005556,2
6475,907694,CZ_0019_043,CZ_0019_043_60_69,2005,25,M,14.508833,50.011194,2
608272,410058,CZ_0019_043,CZ_0019_043_61_70,1986,20,M,14.512222,50.005556,2
6450,907669,CZ_0019_043,CZ_0019_043_61_70,2005,10,M,14.508222,50.012528,2
608247,410033,CZ_0019_043,CZ_0019_043_62_73,1987,20,M,14.511111,50.004722,2
6480,907699,CZ_0019_043,CZ_0019_043_62_73,2005,25,M,14.504528,50.0115,2
608213,409999,CZ_0019_043,CZ_0019_043_63_75,1987,25,TD_wet,14.512222,50.005556,2
6494,907713,CZ_0019_043,CZ_0019_043_63_75,2006,25,TD_wet,14.511444,50.004417,2
608216,410002,CZ_0019_043,CZ_0019_043_6_68,1986,25,TD_mesic,14.512222,50.005556,2
6568,907787,CZ_0019_043,CZ_0019_043_6_68,2005,25,TD_mesic,14.513944,50.00075,2
608229,410015,CZ_0019_043,CZ_0019_043_7_76,1986,25,TD_wet,14.512222,50.005556,2
6445,907664,CZ_0019_043,CZ_0019_043_7_76,2005,25,TD_wet,14.514583,50.000833,2
608226,410012,CZ_0019_043,CZ_0019_043_8_77,1986,25,M,14.512222,50.005556,2
6479,907698,CZ_0019_043,CZ_0019_043_8_77,2005,25,M,14.514667,50.000639,2
608217,410003,CZ_0019_043,CZ_0019_043_9_78,1986,25,TD_mesic,14.512222,50.005556,2
6546,907765,CZ_0019_043,CZ_0019_043_9_78,2005,25,TD_mesic,14.514194,50.000778,2
6598,907817,CZ_0019_044,CZ_0019_044_1,2004,25,TE,12.751719,50.065822,2
6599,907818,CZ_0019_044,CZ_0019_044_1,2013,25,TE,12.751719,50.065822,2
6612,907831,CZ_0019_044,CZ_0019_044_10,2004,25,TD_mesic,12.749069,50.065717,2
6613,907832,CZ_0019_044,CZ_0019_044_10,2013,25,TD_mesic,12.749069,50.065717,2
6614,907833,CZ_0019_044,CZ_0019_044_11,2004,4,TD_mesic,12.749594,50.065772,2
6615,907834,CZ_0019_044,CZ_0019_044_11,2013,4,TD_mesic,12.749594,50.065772,2
6616,907835,CZ_0019_044,CZ_0019_044_12,2004,4,TD_mesic,12.749869,50.065758,2
6617,907836,CZ_0019_044,CZ_0019_044_12,2013,4,TD_mesic,12.749869,50.065758,2
6600,907819,CZ_0019_044,CZ_0019_044_2,2004,25,TE,12.751486,50.066056,2
6601,907820,CZ_0019_044,CZ_0019_044_2,2013,25,TE,12.751486,50.066056,2
6610,907829,CZ_0019_044,CZ_0019_044_3,2004,25,TE,12.751378,50.066147,2
6611,907830,CZ_0019_044,CZ_0019_044_3,2013,25,TE,12.751378,50.066147,2
6606,907825,CZ_0019_044,CZ_0019_044_4,2004,25,TD_wet,12.751097,50.066036,2
6607,907826,CZ_0019_044,CZ_0019_044_4,2013,25,TD_wet,12.751097,50.066036,2
6602,907821,CZ_0019_044,CZ_0019_044_5,2004,25,TE,12.749806,50.065964,2
6603,907822,CZ_0019_044,CZ_0019_044_5,2013,25,TE,12.749806,50.065964,2
6604,907823,CZ_0019_044,CZ_0019_044_6,2004,25,TE,12.749278,50.066806,2
6605,907824,CZ_0019_044,CZ_0019_044_6,2013,25,TE,12.749278,50.066806,2
6724,907943,CZ_0019_045,CZ_0019_045_1,2005,25,TD_wet,12.799278,49.956861,2
6725,907944,CZ_0019_045,CZ_0019_045_1,2016,25,TD_wet,12.799278,49.956861,2
6682,907901,CZ_0019_045,CZ_0019_045_10,2006,25,TD_wet,12.784806,49.990028,2
6683,907902,CZ_0019_045,CZ_0019_045_10,2016,25,TD_wet,12.784806,49.990028,2
6678,907897,CZ_0019_045,CZ_0019_045_100,2006,25,R,12.784806,49.990028,2
6679,907898,CZ_0019_045,CZ_0019_045_100,2016,25,R,12.784806,49.990028,2
6686,907905,CZ_0019_045,CZ_0019_045_11,2006,25,TD_wet,12.784806,49.990028,2
6687,907906,CZ_0019_045,CZ_0019_045_11,2016,25,TD_wet,12.784806,49.990028,2
6794,908013,CZ_0019_045,CZ_0019_045_12,2005,25,TD_wet,12.73925,49.993806,2
6795,908014,CZ_0019_045,CZ_0019_045_12,2017,25,TD_wet,12.73925,49.993806,2
6676,907895,CZ_0019_045,CZ_0019_045_13,2006,25,TE,12.776611,49.991222,2
6677,907896,CZ_0019_045,CZ_0019_045_13,2016,25,TE,12.776611,49.991222,2
6796,908015,CZ_0019_045,CZ_0019_045_14,2005,25,TE,12.73925,49.993806,2
6797,908016,CZ_0019_045,CZ_0019_045_14,2017,25,TE,12.73925,49.993806,2
6670,907889,CZ_0019_045,CZ_0019_045_15,2006,25,TD_wet,12.776611,49.991222,2
6671,907890,CZ_0019_045,CZ_0019_045_15,2016,25,TD_wet,12.776611,49.991222,2
6704,907923,CZ_0019_045,CZ_0019_045_16,2006,25,TD_wet,12.801444,49.97325,2
6705,907924,CZ_0019_045,CZ_0019_045_16,2016,25,TD_wet,12.801444,49.97325,2
6662,907881,CZ_0019_045,CZ_0019_045_17,2006,25,TD_wet,12.776611,49.991222,2
6663,907882,CZ_0019_045,CZ_0019_045_17,2016,25,TD_wet,12.776611,49.991222,2
6716,907935,CZ_0019_045,CZ_0019_045_18,2007,25,TD_wet,12.801444,49.97325,2
6717,907936,CZ_0019_045,CZ_0019_045_18,2016,25,TD_wet,12.801444,49.97325,2
6798,908017,CZ_0019_045,CZ_0019_045_19,2005,25,R,12.73925,49.993806,2
6799,908018,CZ_0019_045,CZ_0019_045_19,2017,25,R,12.73925,49.993806,2
6792,908011,CZ_0019_045,CZ_0019_045_2,2005,25,TD_wet,12.73925,49.993806,2
6793,908012,CZ_0019_045,CZ_0019_045_2,2017,25,TD_wet,12.73925,49.993806,2
6714,907933,CZ_0019_045,CZ_0019_045_20,2007,25,TD_wet,12.801444,49.97325,2
6715,907934,CZ_0019_045,CZ_0019_045_20,2016,25,TD_wet,12.801444,49.97325,2
6712,907931,CZ_0019_045,CZ_0019_045_21,2007,25,TD_wet,12.801444,49.97325,2
6713,907932,CZ_0019_045,CZ_0019_045_21,2016,25,TD_wet,12.801444,49.97325,2
6718,907937,CZ_0019_045,CZ_0019_045_22,2007,25,TD_wet,12.801444,49.97325,2
6719,907938,CZ_0019_045,CZ_0019_045_22,2016,25,TD_wet,12.801444,49.97325,2
6624,907843,CZ_0019_045,CZ_0019_045_23,2007,25,TD_wet,12.761361,49.988889,2
6625,907844,CZ_0019_045,CZ_0019_045_23,2015,25,TD_wet,12.761361,49.988889,2
6626,907845,CZ_0019_045,CZ_0019_045_24,2007,25,TD_wet,12.761361,49.988889,2
6627,907846,CZ_0019_045,CZ_0019_045_24,2015,25,TD_wet,12.761361,49.988889,2
6726,907945,CZ_0019_045,CZ_0019_045_25,2005,25,TD_wet,12.799278,49.956861,2
6727,907946,CZ_0019_045,CZ_0019_045_25,2016,25,TD_wet,12.799278,49.956861,2
6730,907949,CZ_0019_045,CZ_0019_045_26,2007,25,R,12.799278,49.956861,2
6731,907950,CZ_0019_045,CZ_0019_045_26,2016,25,R,12.799278,49.956861,2
6664,907883,CZ_0019_045,CZ_0019_045_27,2007,25,TD_wet,12.776611,49.991222,2
6665,907884,CZ_0019_045,CZ_0019_045_27,2016,25,TD_wet,12.776611,49.991222,2
6666,907885,CZ_0019_045,CZ_0019_045_28,2007,25,TD_wet,12.776611,49.991222,2
6667,907886,CZ_0019_045,CZ_0019_045_28,2016,25,TD_wet,12.776611,49.991222,2
6748,907967,CZ_0019_045,CZ_0019_045_29,2007,25,TD_wet,12.751,50.004389,2
6749,907968,CZ_0019_045,CZ_0019_045_29,2017,25,TD_wet,12.751,50.004389,2
6740,907959,CZ_0019_045,CZ_0019_045_3,2006,25,TD_wet,12.8015,49.955861,2
6741,907960,CZ_0019_045,CZ_0019_045_3,2016,25,TD_wet,12.8015,49.955861,2
6752,907971,CZ_0019_045,CZ_0019_045_30,2007,25,TD_wet,12.751,50.004389,2
6753,907972,CZ_0019_045,CZ_0019_045_30,2017,25,TD_wet,12.751,50.004389,2
6754,907973,CZ_0019_045,CZ_0019_045_31,2007,25,TD_wet,12.751,50.004389,2
6755,907974,CZ_0019_045,CZ_0019_045_31,2017,25,TD_wet,12.751,50.004389,2
6756,907975,CZ_0019_045,CZ_0019_045_33,2007,25,TD_wet,12.751,50.004389,2
6757,907976,CZ_0019_045,CZ_0019_045_33,2017,25,TD_wet,12.751,50.004389,2
6744,907963,CZ_0019_045,CZ_0019_045_34,2007,25,TD_wet,12.751,50.004389,2
6745,907964,CZ_0019_045,CZ_0019_045_34,2017,25,TD_wet,12.751,50.004389,2
6742,907961,CZ_0019_045,CZ_0019_045_35,2007,25,TD_wet,12.751,50.004389,2
6743,907962,CZ_0019_045,CZ_0019_045_35,2017,25,TD_wet,12.751,50.004389,2
6746,907965,CZ_0019_045,CZ_0019_045_36,2007,25,TD_wet,12.751,50.004389,2
6747,907966,CZ_0019_045,CZ_0019_045_36,2017,25,TD_wet,12.751,50.004389,2
6758,907977,CZ_0019_045,CZ_0019_045_37,2007,25,TD_wet,12.751,50.004389,2
6759,907978,CZ_0019_045,CZ_0019_045_37,2017,25,TD_wet,12.751,50.004389,2
6760,907979,CZ_0019_045,CZ_0019_045_38,2007,25,TD_wet,12.751,50.004389,2
6761,907980,CZ_0019_045,CZ_0019_045_38,2017,25,TD_wet,12.751,50.004389,2
6762,907981,CZ_0019_045,CZ_0019_045_39,2007,25,TD_wet,12.751,50.004389,2
6763,907982,CZ_0019_045,CZ_0019_045_39,2017,25,TD_wet,12.751,50.004389,2
6738,907957,CZ_0019_045,CZ_0019_045_4,2006,25,TD_wet,12.8015,49.955861,2
6739,907958,CZ_0019_045,CZ_0019_045_4,2016,25,TD_wet,12.8015,49.955861,2
6692,907911,CZ_0019_045,CZ_0019_045_40,2007,25,TD_wet,12.801444,49.97325,2
6693,907912,CZ_0019_045,CZ_0019_045_40,2016,25,TD_wet,12.801444,49.97325,2
6628,907847,CZ_0019_045,CZ_0019_045_41,2007,25,TD_wet,12.761361,49.988889,2
6629,907848,CZ_0019_045,CZ_0019_045_41,2015,25,TD_wet,12.761361,49.988889,2
6630,907849,CZ_0019_045,CZ_0019_045_42,2007,25,TD_wet,12.761361,49.988889,2
6631,907850,CZ_0019_045,CZ_0019_045_42,2015,25,TD_wet,12.761361,49.988889,2
6632,907851,CZ_0019_045,CZ_0019_045_43,2007,25,TD_wet,12.761361,49.988889,2
6633,907852,CZ_0019_045,CZ_0019_045_43,2015,25,TD_wet,12.761361,49.988889,2
6634,907853,CZ_0019_045,CZ_0019_045_44,2007,25,TD_wet,12.761361,49.988889,2
6635,907854,CZ_0019_045,CZ_0019_045_44,2015,25,TD_wet,12.761361,49.988889,2
6636,907855,CZ_0019_045,CZ_0019_045_45,2007,25,TD_wet,12.761361,49.988889,2
6637,907856,CZ_0019_045,CZ_0019_045_45,2015,25,TD_wet,12.761361,49.988889,2
6638,907857,CZ_0019_045,CZ_0019_045_46,2007,25,TD_wet,12.761361,49.988889,2
6639,907858,CZ_0019_045,CZ_0019_045_46,2015,25,TD_wet,12.761361,49.988889,2
6640,907859,CZ_0019_045,CZ_0019_045_47,2008,25,R,12.761361,49.988889,2
6641,907860,CZ_0019_045,CZ_0019_045_47,2015,25,R,12.761361,49.988889,2
6642,907861,CZ_0019_045,CZ_0019_045_48,2008,25,TD_wet,12.761361,49.988889,2
6643,907862,CZ_0019_045,CZ_0019_045_48,2015,25,TD_wet,12.761361,49.988889,2
6774,907993,CZ_0019_045,CZ_0019_045_49,2005,25,TD_wet,12.764222,50.006556,2
6775,907994,CZ_0019_045,CZ_0019_045_49,2017,25,TD_wet,12.764222,50.006556,2
6736,907955,CZ_0019_045,CZ_0019_045_5,2006,25,TD_wet,12.8015,49.955861,2
6737,907956,CZ_0019_045,CZ_0019_045_5,2016,25,TD_wet,12.8015,49.955861,2
6786,908005,CZ_0019_045,CZ_0019_045_50,2005,25,TD_mesic,12.764222,50.006556,2
6787,908006,CZ_0019_045,CZ_0019_045_50,2017,25,TD_mesic,12.764222,50.006556,2
6788,908007,CZ_0019_045,CZ_0019_045_51,2008,25,TD_wet,12.764222,50.006556,2
6789,908008,CZ_0019_045,CZ_0019_045_51,2017,25,TD_wet,12.764222,50.006556,2
6800,908019,CZ_0019_045,CZ_0019_045_52,2005,25,TD_wet,12.73925,49.993806,2
6801,908020,CZ_0019_045,CZ_0019_045_52,2017,25,TD_wet,12.73925,49.993806,2
6770,907989,CZ_0019_045,CZ_0019_045_53,2008,25,TD_wet,12.764222,50.006556,2
6771,907990,CZ_0019_045,CZ_0019_045_53,2017,25,TD_wet,12.764222,50.006556,2
6772,907991,CZ_0019_045,CZ_0019_045_54,2008,25,TD_wet,12.764222,50.006556,2
6773,907992,CZ_0019_045,CZ_0019_045_54,2017,25,TD_wet,12.764222,50.006556,2
6776,907995,CZ_0019_045,CZ_0019_045_55,2008,25,TD_wet,12.764222,50.006556,2
6777,907996,CZ_0019_045,CZ_0019_045_55,2017,25,TD_wet,12.764222,50.006556,2
6784,908003,CZ_0019_045,CZ_0019_045_56,2008,25,TD_wet,12.764222,50.006556,2
6785,908004,CZ_0019_045,CZ_0019_045_56,2017,25,TD_wet,12.764222,50.006556,2
6782,908001,CZ_0019_045,CZ_0019_045_57,2008,25,TD_wet,12.764222,50.006556,2
6783,908002,CZ_0019_045,CZ_0019_045_57,2017,25,TD_wet,12.764222,50.006556,2
6780,907999,CZ_0019_045,CZ_0019_045_58,2008,25,R,12.764222,50.006556,2
6781,908000,CZ_0019_045,CZ_0019_045_58,2017,25,R,12.764222,50.006556,2
6778,907997,CZ_0019_045,CZ_0019_045_59,2008,25,R,12.764222,50.006556,2
6779,907998,CZ_0019_045,CZ_0019_045_59,2017,25,R,12.764222,50.006556,2
6734,907953,CZ_0019_045,CZ_0019_045_6,2006,25,TD_wet,12.8015,49.955861,2
6735,907954,CZ_0019_045,CZ_0019_045_6,2016,25,TD_wet,12.8015,49.955861,2
6768,907987,CZ_0019_045,CZ_0019_045_60,2008,25,TD_wet,12.751,50.004389,2
6769,907988,CZ_0019_045,CZ_0019_045_60,2017,25,TD_wet,12.751,50.004389,2
6764,907983,CZ_0019_045,CZ_0019_045_61,2007,25,TD_wet,12.751,50.004389,2
6765,907984,CZ_0019_045,CZ_0019_045_61,2017,25,TD_wet,12.751,50.004389,2
6766,907985,CZ_0019_045,CZ_0019_045_62,2008,25,TD_wet,12.751,50.004389,2
6767,907986,CZ_0019_045,CZ_0019_045_62,2017,25,TD_wet,12.751,50.004389,2
6802,908021,CZ_0019_045,CZ_0019_045_63,2008,25,TD_wet,12.73925,49.993806,2
6803,908022,CZ_0019_045,CZ_0019_045_63,2017,25,TD_wet,12.73925,49.993806,2
6804,908023,CZ_0019_045,CZ_0019_045_64,2008,25,TD_wet,12.73925,49.993806,2
6805,908024,CZ_0019_045,CZ_0019_045_64,2017,25,TD_wet,12.73925,49.993806,2
6806,908025,CZ_0019_045,CZ_0019_045_65,2008,25,R,12.73925,49.993806,2
6807,908026,CZ_0019_045,CZ_0019_045_65,2017,25,R,12.73925,49.993806,2
6808,908027,CZ_0019_045,CZ_0019_045_66,2008,25,TD_wet,12.73925,49.993806,2
6809,908028,CZ_0019_045,CZ_0019_045_66,2017,25,TD_wet,12.73925,49.993806,2
6810,908029,CZ_0019_045,CZ_0019_045_67,2008,25,R,12.73925,49.993806,2
6811,908030,CZ_0019_045,CZ_0019_045_67,2017,25,R,12.73925,49.993806,2
6812,908031,CZ_0019_045,CZ_0019_045_68,2008,25,TD_wet,12.73925,49.993806,2
6813,908032,CZ_0019_045,CZ_0019_045_68,2017,25,TD_wet,12.73925,49.993806,2
6814,908033,CZ_0019_045,CZ_0019_045_69,2008,25,R,12.73925,49.993806,2
6815,908034,CZ_0019_045,CZ_0019_045_69,2017,25,R,12.73925,49.993806,2
6684,907903,CZ_0019_045,CZ_0019_045_7,2006,25,TD_wet,12.784806,49.990028,2
6685,907904,CZ_0019_045,CZ_0019_045_7,2016,25,TD_wet,12.784806,49.990028,2
6816,908035,CZ_0019_045,CZ_0019_045_70,2008,25,TD_wet,12.73925,49.993806,2
6817,908036,CZ_0019_045,CZ_0019_045_70,2017,25,TD_wet,12.73925,49.993806,2
6818,908037,CZ_0019_045,CZ_0019_045_71,2008,25,TD_wet,12.73925,49.993806,2
6819,908038,CZ_0019_045,CZ_0019_045_71,2017,25,TD_wet,12.73925,49.993806,2
6644,907863,CZ_0019_045,CZ_0019_045_72,2008,25,TD_wet,12.761361,49.988889,2
6645,907864,CZ_0019_045,CZ_0019_045_72,2015,25,TD_wet,12.761361,49.988889,2
6820,908039,CZ_0019_045,CZ_0019_045_73,2005,25,TD_wet,12.73925,49.993806,2
6821,908040,CZ_0019_045,CZ_0019_045_73,2017,25,TD_wet,12.73925,49.993806,2
6646,907865,CZ_0019_045,CZ_0019_045_74,2008,25,TD_wet,12.761361,49.988889,2
6647,907866,CZ_0019_045,CZ_0019_045_74,2015,25,TD_wet,12.761361,49.988889,2
6648,907867,CZ_0019_045,CZ_0019_045_75,2008,25,TD_wet,12.761361,49.988889,2
6649,907868,CZ_0019_045,CZ_0019_045_75,2015,25,TD_wet,12.761361,49.988889,2
6650,907869,CZ_0019_045,CZ_0019_045_76,2008,25,TD_wet,12.761361,49.988889,2
6651,907870,CZ_0019_045,CZ_0019_045_76,2015,25,TD_wet,12.761361,49.988889,2
6652,907871,CZ_0019_045,CZ_0019_045_77,2008,25,TD_wet,12.761361,49.988889,2
6653,907872,CZ_0019_045,CZ_0019_045_77,2015,25,TD_wet,12.761361,49.988889,2
6654,907873,CZ_0019_045,CZ_0019_045_78,2008,25,TD_wet,12.761361,49.988889,2
